"id","text","date","truthRating","ratingName","author","headline","named_entities_claim","named_entities_article","keywords","source","sourceURL","link","language"
"http://data.gesis.org/claimskg/claim_review/9c52e9fc-3231-52b6-944c-94ca5f80abd5","Panda Express will be celebrating its 15th anniversary by offering discounted and free food on 19 November 2008.","Unknown",1,"FALSE","Unknown","Panda Express 15th Anniversary Offer","Los Angeles Times,Panda Express,Panda Inn,Wendy’s,the chain","Panda Express","ASP Article, something for nothing","snopes","http://www.snopes.com","https://www.snopes.com/fact-check/panda-express/","English"
"http://data.gesis.org/claimskg/claim_review/ad4543c1-9a8b-59b6-b68f-0c5f2a8ab3ee","'There’s no money' for Planned Parenthood in the bill that would keep the government open.",2015-09-27,3,"TRUE","Tom Cole","Is there Planned Parenthood funding in the bill that stops a government shutdown?","Children’s Health Insurance Program,Fox News Sunday,Georgetown University,Government Affairs Institute,Medicaid,Medicare,Planned Parenthood,Public Health Service Act,Rep. Tom Cole,Tom Cole,entitlement programs","Planned Parenthood","Abortion,Congress,Congressional Rules,Federal Budget","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2015/sep/29/tom-cole/there-planned-parenthood-funding-bill-stops-govern/","English"
"http://data.gesis.org/claimskg/claim_review/c942b256-29b0-5929-a3bb-3c8084e7a1b1","'In 2010 alone, 1,270 infants were reported to have died following attempted abortions and notably that is only one year.'",2013-04-09,1,"FALSE","Americans United for Life","Americans United for Life says 1,270 babies died after attempted abortions in 2010","Alan Guttmacher Institute,Americans United for Life,Cary Pigman,Centers for Disease Control and Prevention,Charmaine Yoest,George W. Bush,Guttmacher Institute,Kermit Gosnell,abortion,age.A,an 'other,digestive system,emergency physician,fetus,late-term abortion,medical codes,perinatal period,the trial","","Abortion","politifact","http://www.politifact.com","http://www.politifact.com/florida/statements/2013/apr/16/americans-united-life/americans-united-life-says-1270-babies-survived-ab/","English"
"http://data.gesis.org/claimskg/claim_review/4cd2dd3d-aac0-51ee-86a6-3943ed2e5dde","Says 'we allow more people into America legally than all other countries on the planet combined.'",2013-04-18,2,"MIXTURE","Greg Walden","Does the U.S. admit more legal immigrants than the rest of the world combined?","Australia,Greg Walden,H1-B,India,Jan C. Ting,Lars Larson,New Zealand,OECD,Organization for Economic Co-operation and Development,PolitiFact,Qatar,Rep. Greg Walden,Temple University,The New York Times,U.S. State,U.S. State Department,Washington, D.C,green card,illegal immigration,s more,talk radio,temporary work","","Immigration","politifact","http://www.politifact.com","http://www.politifact.com/oregon/statements/2013/may/24/greg-walden/does-us-really-admit-more-legal-immigrants-rest-wo/","English"
"http://data.gesis.org/claimskg/claim_review/ebc84749-e76c-5cf6-9984-d93f1505048c","The Obama administration 'actually cut out the democracy in Egypt funds inside the State Department.'",2011-02-13,2,"MIXTURE","Newt Gingrich","Newt Gingrich accuses Obama administration of cutting democracy funds for Egypt","ABC,Bureau of Democracy, Human Rights and Labor,Bush Administration,Cairo,Egypt,George W. Bush,Hosni Mubarak,Human Rights Watch,Middle East Partnership Initiative,Newt Gingrich,Obama Administration,Obama administration,Project on Middle East Democracy,This Week with Christiane Amanpour,Tom Malinowski,U.S. Agency for International Development,d check,for reasons I don't understand,rule of law","Egypt,Obama administration","Federal Budget,Foreign Policy,This Week - ABC News","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2011/feb/16/newt-gingrich/newt-gingrich-accuses-obama-administration-cutting/","English"
"http://data.gesis.org/claimskg/claim_review/37fd8b4d-a785-5aa6-b2f0-5899213cf1c5","President Donald Trump boarded Air Force One with a piece of paper trailing from his shoe.","Unknown",-1,"OTHER","Unknown","Did President Donald Trump Board Air Force One With Paper Stuck to...","Air Force One,Donald Trump,Excuse me, Mr,Minneapolis, Minnesota,Minneapolis-Saint Paul International Airport,jQuery,twitter,viral video","Air Force One,Donald Trump",,"truthorfiction","https://www.truthorfiction.com","https://www.truthorfiction.com/did-trump-board-with-paper-stuck-to-shoe/","English"
"http://data.gesis.org/claimskg/claim_review/3f88730b-865d-5462-b1df-a977037c9634","'Our bold reforms have Wisconsin’s unemployment rate down to an all-time LOW of 2.9 percent, and the number of people working at an all-time HIGH!'",2018-04-04,2,"MIXTURE","Scott Walker","Record-low unemployment and record-high number of people working due to Scott Walker's policies?","2018 election,HIGH!'Walker,Marquette University,Milwaukee Journal Sentinel,PolitiFact,Republican,Scott Walker,University of Wisconsin-Madison,economist,https,politifact.com","","Economy,Government regulation,Job Accomplishments,Jobs,Taxes","politifact","http://www.politifact.com","http://www.politifact.com/wisconsin/statements/2018/apr/18/scott-walker/record-low-unemployment-and-record-high-number-peo/","English"
"http://data.gesis.org/claimskg/claim_review/ae69dcbd-3728-513d-84f5-2215083a9050","'The U.S. Postal Service doesn’t run on your tax dollars. It’s funded solely by stamps and postage.'",2013-07-08,2,"MIXTURE","American Postal Workers Union","Postal Service claim not fully on target","American Postal Workers Union,Great Recession,PolitiFact,U.S. Postal Service,U.S. Treasury Department,postage stamp,the price","U.S. Postal Service","Debt,Federal Budget","politifact","http://www.politifact.com","http://www.politifact.com/georgia/statements/2013/jul/24/american-postal-workers-union/postal-service-claim-not-fully-target/","English"
"http://data.gesis.org/claimskg/claim_review/9c146193-e0a6-5275-9ece-c8465849f2ae","Lovgate.","Unknown",-1,"OTHER","Unknown","Lovgate Virus","F-Secure,Real.Real.Real,Symantec,the Internet","","ASP Article, Virus Hoaxes & Realities","snopes","http://www.snopes.com","https://www.snopes.com/fact-check/lovgate/","English"
"http://data.gesis.org/claimskg/claim_review/7bd546b9-5c4e-5bdb-ad03-d571a9d5e441","'The United States is 65th out of 142 nations and other territories on equal pay.'",2015-04-23,2,"MIXTURE","Hillary Clinton","Hillary Clinton says U.S. ranks only 65th in world for gender pay equity","Davos,Global Gender Gap Report,Hillary Clinton,United Nations,World Economic Forum,a man,plus Europe,the pack","","Jobs,Women","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2015/may/05/hillary-clinton/hillary-clinton-says-us-ranks-just-65th-world-gend/","English"
"http://data.gesis.org/claimskg/claim_review/cdefd509-8c5a-573c-b1fd-1a7e49b9e1fb","A video shows Dutch politician Tunahan Kuzu putting a grilled cheese in his pocket before an interview.","Unknown",1,"FALSE","Unknown","Did This Dutch Politician Put a Grilled Cheese Sandwich in His Pocket Before an Interview?","Tunahan Kuzu,Twitter,grilled cheese sandwich,iPhone","Tunahan Kuzu","grilled cheese, tunahan kuzu","snopes","http://www.snopes.com","https://www.snopes.com/fact-check/cheese-phone-pocket/","English"
"http://data.gesis.org/claimskg/claim_review/02f3e918-4ee6-558e-959e-bf1b88446752","Says Hillary Clinton campaign chairman John Podesta’s email password was 'password.'",2017-01-08,-1,"OTHER","Reince Priebus","In Russian hacking case, did Hillary Clinton's campaign chairman use 'password' as his password?","Access Hollywood,Bill O’Reilly,CBS,Donald Trump,Face the Nation,Fox News Channel,Gmail,Google mail,Guardian,Hillary Clinton,Jesse Watters,John Dickerson,John Podesta,Julian Assange,O’Reilly Factor,PolitiFact,Politifact,PunditFact,Reince Priebus,Republican National Committee,Watters World,White House chief of staff,WikiLeaks,conservative,phishing,the New York Times","Hillary Clinton,Hillary Clinton campaign,John Podesta","Crime,Elections,Foreign Policy,Technology","politifact","http://www.politifact.com","http://www.politifact.com/wisconsin/statements/2017/jan/11/reince-priebus/russian-hacking-case-did-hillary-clintons-campaign/","English"
"http://data.gesis.org/claimskg/claim_review/079555cd-a2f7-5b8c-a650-187f6b4ddc54","Cameron Diaz was cast to portray Maya Angelou in a new biographical film.","Unknown",1,"FALSE","Unknown","No, Cameron Diaz Wasn’t Cast to Play Maya Angelou in a Biopic","Back to the Future,Birdy,Cameron Diaz,I Know Why the Caged Bird Sings,Maya Angelou,Michael J. Fox,press time","Cameron Diaz,Maya Angelou,biographical film","cameron diaz, maya angelou, oscars, stubhill news","snopes","http://www.snopes.com","https://www.snopes.com/fact-check/cameron-diaz-maya-angelou/","English"
"http://data.gesis.org/claimskg/claim_review/fdf209f2-aa4f-5581-beec-09f76e59ff42","Labour is planning an eye-watering benefits splurge that would cost taxpayers around £520 billion a year, analysis has found","Unknown",-1,"OTHER","Daily Express",,"","","['Home', 'Economy', 'Welfare']","fullfact","http://fullfact.org/","https://fullfact.org/economy/labour-universal-basic-income/","English"
"http://data.gesis.org/claimskg/claim_review/6af831be-52a4-5776-86e4-b53d26dd8762","Remaining in the EU means we have ample supplies of fresh fruit and medicine.","Unknown",-1,"OTHER","Unknown",,"","Brexit,EU Army,Schengen agreement,Turkey,the power,twitter","Home,Europe,What Brexit means","FullFact","https://fullfact.org/","https://fullfact.org/europe/brexit-whats-germany-plus-deal/","English"
"http://data.gesis.org/claimskg/claim_review/059a2ff1-716a-5e1d-83e4-5bb8ed702369","Former President Barack Obama was silent on a shooting that targeted Republican congressmen but praised a former drug dealer.","Unknown",1,"FALSE","Unknown","Was Obama Silent on Shooting of Republicans, Reemerging Only to Praise a Drug Dealer?","Alexandria, Virginia,Barack Obama,Daily Wire,Jay Z,Jay-Z,Jeff Flake,Politico,Republican,Shawn Carter,Songwriters Hall of Fame,Steve Scalise,U.S. Capitol police,U.S. Capitol police officer,U.S.-Mexican border,Vanity Fair,congressional baseball game,crack cocaine,hip hop","Barack Obama,Republican","barack obama, mass shooting, steve scalise shot","snopes","http://www.snopes.com","https://www.snopes.com/fact-check/obama-virginia-praise/","English"
"http://data.gesis.org/claimskg/claim_review/3e5eb707-af72-5bc7-a039-392b210100d4","Says Georgia will send more state money per child to state charter schools and that budget cuts are not applied to those charter schools.",2012-08-03,2,"MIXTURE","Herb Garrett","Charter school funding claim hits close to mark","Atlanta Journal-Constitution,It’s complicated,John Barge,Nathan Deal,PolitiFact,property tax,state charter schools,the power","","Education","politifact","http://www.politifact.com","http://www.politifact.com/georgia/statements/2012/sep/11/herb-garrett/charter-school-funding-claim-hits-close-mark/","English"
"http://data.gesis.org/claimskg/claim_review/cf54e833-fb9f-565c-bff8-f371e6efd9b3","Whoopi Goldberg called Judge Jeanine  Pirro a 'sand n***er' after the latter's appearance on 'The View.'","Unknown",1,"FALSE","Unknown","Did Whoopi Goldberg Call Judge Jeanine  Pirro a ‘Sand N***er?’","ABC,Fox News,Fox News Channel,Jeanine Pirro,Judge Jeanine Pirro,Justice with Judge Jeanine,Twitter,Whoopi Goldberg,nigger,president of the United States,the Fox,twitter","Judge Jeanine  Pirro,Whoopi Goldberg","Jeanine Pirro, the view, whoopi goldberg","snopes","http://www.snopes.com","https://www.snopes.com/fact-check/goldberg-pirro-view-spat/","English"
"http://data.gesis.org/claimskg/claim_review/bdc24a17-5e50-557d-8fea-f27daa064087","Says that as Providence’s mayor, David Cicilline said the city had a 'world-class … school system. Not only did Providence not have a world-class school system but as measured, was amongst the last school system in the entire country.'",2012-08-28,1,"FALSE","Anthony Gemma","Anthony Gemma says that when U.S. Rep. David Cicilline was mayor of Providence, the city had """"amongst the last school system in the entire country.""""","David Cicilline,National Center for Education Statistics,Rhode Island’s 1st District,U.S. Department of Education","David Cicilline","Education,Job Accomplishments","politifact","http://www.politifact.com","http://www.politifact.com/rhode-island/statements/2012/aug/30/anthony-gemma/anthony-gemma-says-when-us-rep-david-cicilline-was/","English"
"http://data.gesis.org/claimskg/claim_review/a12227fe-79a3-5d6b-8a8d-bd70634a9d30","Dozens of artists, including Justin Timberlake, Jay Z and Rihanna, are canceling Florida shows like Stevie Wonder in protest of  'stand your ground.'",2013-07-21,1,"FALSE","Instagram posts","Are Jay Z, Justin Timberlake and Rihanna joining Stevie Wonder's Florida boycott?","AURN,Alicia Keys,American Urban Radio Networks,April Ryan,Bay Times,Beyoncé,Bruce Springsteen,Ciara, Kelly,Eddie Levert,Facebook,Frankie Beverly,George Clinton,George Zimmerman,George Zimmerman trial,Huffington Post,Instagram,Jay Z,Justin Timberlake,Kanye West,Kelly Rowland,Legends of the Summer,Madonna,Mahaffey Theater,Mary J. Blige,Mary Mary,Mother Jones,O’Jays,Parliament Funkadelic,Patti LaBelle,PolitiFact,Quebec City,R&B,R. Kelly,Rihanna,Rod Stewart,Rolling Stones,Stevie Wonder,Sun Life Stadium,Tampa Bay Times,Trayvon Martin,Trey Songz,Usher,Wonder camp,Wyclef Jean,Young Jeezy,blogosphere,but not,stand your ground,stand your ground' law,will.i.am","Jay Z,Justin Timberlake,Rihanna,Stevie Wonder","Crime","politifact","http://www.politifact.com","http://www.politifact.com/florida/statements/2013/jul/23/instagram-posts/are-jay-z-justin-timberlake-and-rihanna-joining-st/","English"
"http://data.gesis.org/claimskg/claim_review/c7f5d9c9-9956-5ae7-a54a-82e72e0b4d62","Facebook removed an image of 'Little Timmy' saluting the United States flag because 'non-Americans' found it offensive.","Unknown",1,"FALSE","Unknown","Was ‘Little Timmy Salutes the Flag’ Banned by Facebook?","Black Power,Facebook,Todd Kincannon,cognitive dissonance","Facebook","american flag, facebook, little timmy, Southern Baptists for Todd Kincannon","snopes","http://www.snopes.com","https://www.snopes.com/fact-check/little-timmy-facebook-flag/","English"
"http://data.gesis.org/claimskg/claim_review/3a6e6546-d294-5160-bca3-809807f18343","Image shows radioactive seepage spreading across the Pacific Ocean from the Fukushima nuclear plant.","Unknown",1,"FALSE","Unknown","Fukushima Radioactive Water Leak Chart","Antarctica,Chernobyl Nuclear Power Plant,Cs-137,Fukushima I Nuclear Power Plant,Fukushima disaster,Hawaii,Hawaii Department of Health,Hawaiian Islands,I-131,Japan,Kinjo,NOAA,National Oceanic and Atmospheric Administration,Pacific Ocean,TEPCO,Tepco,Tokyo,Tokyo Electric Power Company,U.S. Environmental Protection Agency,Ukraine,University of California, Berkeley,half life,half-life,isotope,nuclear disaster,nuclear fallout,radioactive,releases of radioactive materials,the Internet,tsunami,we have an emergency","Pacific Ocean","ASP Article, fukushima, radiation","snopes","http://www.snopes.com","https://www.snopes.com/fact-check/fukushima-emergency/","English"
"http://data.gesis.org/claimskg/claim_review/54f34ada-c815-5aa2-9ff6-0530d95500eb","If Rhode Island raises the meal and beverage tax to 10 percent, it would be the 'fourth-highest in the nation.'",2012-03-21,2,"MIXTURE","John Elkhay","Providence restaurateur John Elkhay says that if Rhode Island raises the state meal and beverage tax to 10 percent, it would be the fourth-highest in the nation","Boston Tea Party,Facebook,Maine,National Restaurant Association,New Hampshire,PolitiFact,Tax Foundation,Twitter,University of Denver,Vermont,Washington, D.C,Waterplace Park,Woonasquatucket River,got back,property tax,s more,sales tax","","City Budget,Economy,State Budget,Taxes","politifact","http://www.politifact.com","http://www.politifact.com/rhode-island/statements/2012/apr/01/john-elkhay/providence-restaurateur-john-elkhay-says-if-rhode-/","English"
"http://data.gesis.org/claimskg/claim_review/f4ba5995-9a48-5ecb-8f0d-f23a73d0fe08","Say Socialist candidate Norman Thomas said in 1944 that the Democratic Party had adopted the Socialist platform.",2018-10-12,1,"FALSE","Bloggers","No evidence for Norman Thomas quote on Democrats embracing 1940s socialism","1961 radio,Alexis de Tocqueville,American Civil Liberties Union,Christian Front,Democratic Party,Facebook,Facebook meme,Lou Cannon,Medicare,New York Public Library,Norman Thomas,PolitiFact,Ronald Reagan,Social Security Act,Socialist Party,pacifist,social democrat,socialized medicine,the Internet,two party system","Democratic Party,Norman Thomas","Corrections and Updates,Fake news","politifact","http://www.politifact.com","http://www.politifact.com/facebook-fact-checks/statements/2018/nov/02/blog-posting/no-evidence-norman-thomas-quote-democrats-embracin/","English"
"http://data.gesis.org/claimskg/claim_review/f03df534-6a14-5dc4-b0f8-1670ecd7f61d","Fox News included an image of singer Patti LaBelle instead of Aretha Franklin in a tribute piece after the latter's passing.","Unknown",3,"TRUE","Unknown","Did Fox News Use an Image of Patti LaBelle During Their Aretha Franklin Tribute?","Aretha Franklin,Fox News,Over the Rainbow,Patti LaBelle,Reuters,Somewhere Over the Rainbow,Twitter,White House,twitter","Aretha Franklin,Fox News,Patti LaBelle","aretha franklin, fox news, patti labelle","snopes","http://www.snopes.com","https://www.snopes.com/fact-check/fox-patti-labelle-aretha-franklin/","English"
"http://data.gesis.org/claimskg/claim_review/24ba8308-8044-53c6-beb7-50660cb920f7","'I've cast a couple of 99-1 votes' and been the lone dissenter.",2007-09-07,3,"TRUE","Fred Thompson","Federalist Fred","Fred Thompson,Give me,No Child Left Behind Act,Samaritans,Sioux City, Iowa,Volunteer Protection Act","","Candidate Biography","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2007/sep/12/fred-thompson/federalist-fred/","English"
"http://data.gesis.org/claimskg/claim_review/61e96427-7759-5b75-a2cd-3ecfdb11f78f","Says he never told anyone he hated the U.S. Senate.",2016-05-16,2,"MIXTURE","Marco Rubio","Marco Rubio didn't say he hated the US Senate, but was definitely no fan","Barack Obama,Bob Graham,CNBC,CNN,Capitol Hill,Carl Quintanilla,Donald Trump,Fox & Friends,John Kerry,Marco Rubio,National Review,Norman Braman,Republican,Simi Valley,South Florida Sun Sentinel,State of the Union with Jake Tapper,Sun Sentinel,United States Senate,Washington Post,Washington, D.C,White House,https","","Candidate Biography,Congress","politifact","http://www.politifact.com","http://www.politifact.com/florida/statements/2016/jun/03/marco-rubio/marco-rubio-didnt-say-he-hated-us-senate-was-defin/","English"
"http://data.gesis.org/claimskg/claim_review/e088d894-2c89-5513-9e13-36a4a6be187c","Photographs show House Minority Leader Nancy Pelosi scolding a fellow Democrat for standing during the State of the Union.","Unknown",1,"FALSE","Unknown","Did Nancy Pelosi Scold a Democrat for Standing at the State of the Union Address?","4chan,Linda Sanchez,Nancy Pelosi,Republican,State of the Union address,press time,state of the Union Address,to show","Democrat,Nancy Pelosi","4chan, linda sanchez, nancy pelosi, president trump, state of the union","snopes","http://www.snopes.com","https://www.snopes.com/fact-check/pelosi-sanchez-state-of-union/","English"
"http://data.gesis.org/claimskg/claim_review/8d85da51-5e36-5bef-9a68-3a2d3ad2daef","Human trafficking rings are using job interviews to lure college students.","Unknown",1,"FALSE","Unknown","Summer Job Interview or Human Trafficking Front?","BuzzFeed,Cutco,Cutco Cutlery,Facebook,Fresno, California,Hobby Lobby,Humble, Texas,Jesse James,LGBTQ,Mike Flynt,Nixa, Missouri,Polaris Project,Southwestern Advantage,Twitter,Your Houston News,domestic violence,human trafficking,labor trafficking in the United States,runaways,sex trafficking,sexual assault,that that,tumblr","Human trafficking","human trafficking","snopes","http://www.snopes.com","https://www.snopes.com/fact-check/interview-for-trafficking/","English"
"http://data.gesis.org/claimskg/claim_review/453959b9-0558-5588-808a-f8c0fc9ce4bd","'Two million more people just dropped out of Obamacare. It is in a death spiral.'",2017-06-13,2,"MIXTURE","Donald Trump","Donald Trump's Mostly False tweet about Obamacare dropouts","Affordable Care Act,American Health Care Act,Centers for Medicare and Medicaid Services,Congressional Budget Office,Donald Trump,Medicaid,Medicare,Vanderbilt University,data activist,just dropped,state, people","Two million,just dropped","Health Care","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2017/jun/14/donald-trump/trump-wrongly-ties-flawed-obamacare-data-death-spi/","English"
"http://data.gesis.org/claimskg/claim_review/a2619dc9-15d3-5d37-aed7-3b889a2442c5","It’s free to watch TV in prison.","Unknown",-1,"OTHER","Unknown",,"","","Home,Crime,The state of prisons","fullfact","http://fullfact.org/","https://fullfact.org/health/cost-tv-hospital-prison/","English"
"http://data.gesis.org/claimskg/claim_review/2c62e061-443b-528a-89a9-986a24da14f2","Nine of the ten most deprived council areas in this country have seen cuts that are almost three times the average of any other council.","Unknown",-1,"OTHER","Unknown",,"","","Home,Economy,Comparing UK regions","fullfact","https://fullfact.org/","https://fullfact.org/economy/have-most-deprived-councils-seen-biggest-reductions-funding/","English"
"http://data.gesis.org/claimskg/claim_review/ea94df17-55ab-5eb4-a72f-e217352d1a38","'New Jersey's governor cut $1.6 billion from public education while handing out $2.1 billion in corporate tax breaks, more than the entire previous decade.'",2013-04-30,2,"MIXTURE","AFL-CIO of New Jersey","NJ AFL-CIO claims Chris Christie cut education funding by $1.6B while giving out $2B in corporate tax breaks","AFL-CIO,Chris Christie,Drewniak,Facebook,Kevin Roberts,Michael Drewniak,NJ.com,attack ad,but not,think tank","","Corporations,Education,State Budget,State Finances","politifact","http://www.politifact.com","http://www.politifact.com/new-jersey/statements/2013/may/23/new-jersey-state-afl-cio/afl-cio-claims-chris-christie-cut-ed-funding-16b-w/","English"
"http://data.gesis.org/claimskg/claim_review/4ed05ab9-ea89-5055-a98e-efbdc62a1056","Says people who signed recall petitions against Wisconsin state Sen. Jim Holperin received 'harassing phone calls from out-of-state telemarketers claiming to represent the Democratic Party and insinuating foul play by petition circulators.'",2011-04-29,3,"TRUE","Kim Simac","Wisconsin tea party leader says Democrat-hired telemarketer called recall petition signers","Democrat,Eagle River,Jim Holperin,PolitiFact,Republican,Republican Party,Scott Walker,St. Cloud, Minn,Vilas County,Wisconsin,collective bargaining,recall election,what you’re","Jim Holperin","Elections,State Budget","politifact","http://www.politifact.com","http://www.politifact.com/wisconsin/statements/2011/may/18/kim-simac/wisconsin-tea-party-leader-says-democrat-hired-tel/","English"
"http://data.gesis.org/claimskg/claim_review/bb4921bd-aca3-5dbc-895f-4f70a7cbeef9","iPhone users can access emergency services simply by tapping the Lock button of their device five times.","Unknown",2,"MIXTURE","Unknown","Can You Access Emergency Services by Pressing an iPhone’s Lock Button Five Times?","Apple Support,Facebook,Touch ID,iOS 11,iPhone,iPhone 5,iPhone 7,iPhone 8 Plus,iPhone X,operating system,slider,time after","iPhone","911 calls, Emergency SOS in iOS 11, iphone, iphone hacks, iphone SOS, safety rumors, Safety Zone","snopes","http://www.snopes.com","https://www.snopes.com/fact-check/iphone-sos/","English"
